Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,Category,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),PhotoID,X,Y,Type,Subtype,Subtype (Finnish),m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Subtype 2 (Finnish),Stone art (Finnish)
IA,271010015,Kokemäki,Perävainionmäki,SatM,17824,602.0,6804468.0,3251730.0,40,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.0,True,13.0,10.0,,,,,Leveä halk. Sininen. Iso rekä,SatM 17824_602,"22,36640732","61,26945177",Glass bead,Glass bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,271010027,Kokemäki,Maamieskoulu 1,HM,1200,48.0,6804948.0,3250644.0,41,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,True,9.0,,,,,,"Sininen, kierretty",HM 1200_48,"22,34559452","61,27305315",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,271010027,Kokemäki,Maamieskoulu 1,HM,1243,7.0,6804948.0,3250644.0,41,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,8.0,,,,,,"Sininen rengasmainen, ehkä suorasta putkesta leikattu, tulessa ollut. Alanro 7b",HM 1243_7,"22,34559452","61,27305315",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,271010027,Kokemäki,Maamieskoulu 1,KM,23191,1.0,6804948.0,3250644.0,41,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1.0,True,20.0,17.0,,,,,"iso sininen savipellosta, valkoisia pisteitä tai laikkuja, joissa valkoinen pohja ja sininen piste keskellä",KM 23191_1,"22,34559452","61,27305315",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,398010019,Lahti,Paakkolanmäki 2 ja 3,KM,23238,1.0,6767870.0,3434890.0,"108,5",Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,,,,,,,"Puolikas isohkosta sinisestä, jossa valkoisia laikkuja ja niissä sininen keskus. Samanlainen toinenkin oli vähän aikaa sitten Lahdesta.",KM 23238_1,"25,7929091","61,01474362",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,398010021,Lahti,Paakkolanmäki 1,KM,23602,2.0,6767740.0,3434070.0,108,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,True,13.0,11.0,,,,,"Punainen, valkoisia täpliä, joissa sinimustaa ja ehkä kellertävää juovaa",KM 23602_2,"25,77779538","61,01344073",Glass bead,Glass bead (eye bead),Silmähelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,398010021,Lahti,Paakkolanmäki 1,KM,23602,1.0,6767740.0,3434070.0,108,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2.0,True,7.0,5.0,,,,,"Musta, läpinäkymätön. Onko lasia vai gagaattia? Kiiltää paljon, joten enemmän lasimainen. Viileä pinta. Painava.",KM 23602_1,"25,77779538","61,01344073",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,398010021,Lahti,Paakkolanmäki 1,KM,23602,15.0,6767740.0,3434070.0,108,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2.0,True,10.0,8.0,,,,,"Musta, läpinäkymätön, kuten :1. Onko lasia vai gagaattia? Mattakiiltoisempi, viileä pinta. Painava.",KM 23602_15,"25,77779538","61,01344073",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,398010021,Lahti,Paakkolanmäki 1,KM,21967,1.0,6767740.0,3434070.0,108,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1.0,True,16.0,12.0,,,,,"Punainen, kierretty, silmä ulkoneva ja siinä musta keskus ja valkoine reunus, jossa mustia säteitä",KM 21967_1,"25,77779538","61,01344073",Glass bead,Glass bead (eye bead),Silmähelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,91.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,10.0,7.0,,,,,"Kierretty, punainen",KM 24389_91,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,110.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,10.0,7.0,,,,,"Kierretty, punainen, tulen vaurioittama",KM 24389_110,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,249.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,15.0,8.0,,,,,"Kierretty, punainen, huokoiseksi palanut",KM 24389_249,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,23274,114.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,13.0,11.0,7.0,,,,"Punainen, kierretty, kulunut",KM 23274_114,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,23274,288.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,8.0,6.0,,,,,"Suorasta lasiputkesta leikattu, sininen",KM 23274_288,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,23274,314.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,Täysin sulanut sininen,KM 23274_314,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,168.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,13.0,8.0,,,,,"Kierretty, punainen, huokoiseksi palanut",KM 24389_168,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,269.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,13.0,8.0,,,,,"sininen, vaaleita juovia, kierretty",KM 24389_269,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,23274,99.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,12.0,,,,,,Sininen sulanut mutta luultavasti kierretty,KM 23274_99,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,23274,130.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,15.0,4.0,6.0,,,,"Sininen, segmentinmuot vartaasta, kolmiosainen",KM 23274_130,"21,6802803","60,84999126",Glass bead,Glass bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,74.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,11.0,7.0,,,,,"Kierretty, punainen",KM 24389_74,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,158.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,12.0,6.0,,,,,"Kierretty, punainen, huokoiseksi palanut",KM 24389_158,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,252.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Puolikas sinisestä, jossa valkoisia pystyjuovia. Kierretty. Alun perin 12x7mm. Ehkä samanlaisesta sulanut kpl nrolla :270",KM 24389_252,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,109.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,10.0,6.0,,,,,"Kierretty, punainen",KM 24389_109,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,271.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,False,,,,,,,"Sulanut, vihreä, ollut pyöreä todnäk kierretty",KM 24389_271,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,188.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,11.0,7.0,,,,,"Kierretty, punainen, huokoiseksi palanut tämäkin ja vähän muodoton",KM 24389_188,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,299.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,13.0,9.0,,,,,"Kierretty, punainen,",KM 24389_299,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,149.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,7.0,7.0,,,,,"Väritön, segmentoidusta vartaasta leikattu",KM 24389_149,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,248.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,13.0,8.0,,,,,"Kierretty, punainen, huokoiseksi palanut",KM 24389_248,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,400010150,Laitila,Vainionmäki,KM,24389,108.0,6760640.0,3211195.0,18,Beads,Lasimassahelmi,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1.0,True,10.0,7.0,,,,,"Kierretty, punainen, osittain rikki",KM 24389_108,"21,6802803","60,84999126",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010002,Hämeenlinna,Nisula (Hannula),KM,20449,4.0,6775470.0,3389890.0,125,Beads,Luuhelmi,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1.0,True,6.0,6.0,,,,,Luinen kaksoishelmi samasta haudasta,KM 20449_4,"24,95692546","61,07289832",Bone bead,Bone bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010002,Hämeenlinna,Nisula (Hannula),KM,20449,3.0,6775470.0,3389890.0,125,Beads,Lasimassahelmi,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1.0,True,12.0,10.0,,,,,"Punainen kierretty, keltaiset kohopisteet. 3 kpl. Ruumishaudasta, jossa havaittu pääkalloa, nikamia ja kylkiluita. Ne jätetty tien luiskaan ja nostettu pyöreä levymäinen pronssisolki, jossa tekstiiliä, spiraalinpaloja ja turkista, luuhelmiä,",KM 20449_3,"24,95692546","61,07289832",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010009,Hämeenlinna,Honkaliini 1,KM,16437,38.0,6778089.0,3392229.0,106,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,9.0,,,,,,"Sininen, litteä, lieriömäinen helmi. Sininen pyöreä helmi alanrolla 36",KM 16437_38,"24,99874368","61,0970355",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010009,Hämeenlinna,Honkaliini 1,KM,16437,52.0,6778089.0,3392229.0,106,Beads,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,False,17.0,18.0,,,,,"puolikas lasihelmi, pyöreä, punainen pohja, jossa sini-puna-valkoista aaltoviivaa",KM 16437_52,"24,99874368","61,0970355",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010009,Hämeenlinna,Honkaliini 1,KM,16437,45.0,6778089.0,3392229.0,106,Beads,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,True,,,,,,,"Iso raidallinen, sylinterimäinen, valkoiset ja siniset raidat, joissa keltaisia ja punaisia pisteitä; toinen kokonainen helmi pyöreä punainen, jossa keltainen spiraali ja valkoinen kukkakuvio sinisellä pohjalla, sulanut fragmentti punaisesta lasihelmestä",KM 16437_45,"24,99874368","61,0970355",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010009,Hämeenlinna,Honkaliini 1,KM,16437,24.0,6778089.0,3392229.0,106,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,11.0,,,,,,Hentoa viivakoristelua,KM 16437_24,"24,99874368","61,0970355",Bronze bead,Bronze bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,401010009,Hämeenlinna,Honkaliini 1,KM,16437,28.0,6778089.0,3392229.0,106,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,,,,,,,"Punainen, valkoraidallinen sylinterimäinen helmi ja mahdollisesti pronssihelmi, kantikas",KM 16437_28,"24,99874368","61,0970355",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,418010009,Lempäälä,Lempoinen,KM,18507,237.0,6804541.0,3326848.0,80,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1.0,False,,,,11.0,,,"Keltainen osittain sulanut, punaisia pilkkuja tai laikkuja",KM 18507_237,"23,76414283","61,31068122",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,418010009,Lempäälä,Lempoinen,KM,18507,2.0,6804541.0,3326848.0,80,Beads,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1.0,True,9.0,,,,,,"Sininen tynnyrimäinen tai hieman kaksoiskartion muotoinen lasimassahelmi, Hauta 1",KM 18507_2,"23,76414283","61,31068122",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010001,Lieto,Vanhalinna,TYA,796,376.0,6717351.0,3246141.0,10,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,14.0,9.0,,,,,"Sininen, nelisivuinen, pitkänomainen, kulmikas",TYA 796_376,"22,37691305","60,48663787",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,597,60.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,16.0,7.0,,,,,Kolmios.,TYA 597_60,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,892,48.0,6717469.0,3246393.0,30,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,6.0,,,,,,"Vihreä, pyöreä",TYA 892_48,"22,38133134","60,48785205",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,597,14.0,6717469.0,3246393.0,30,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,True,7.0,,,,,,"Kolme, osittain sulaneita ja fragmentaarisia, yksi pyöreähkö, kierretty? Nrolla :16 suuri yhteensulanut möykky, jossa ainakin 5 sinistä helmeä. Nrolla :22 mös noin 5 sinistä helmeä yhteensulaneena, ainakin yksi näistä kolmiosaine sarjahelmi tai siltä näyt",TYA 597_14,"22,38133134","60,48785205",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,669.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,kolmiosainen,TYA 613_669,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,694.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,kolmiosainen,TYA 613_694,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,892,53.0,6717469.0,3246393.0,30,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,True,10.0,,,,,,Osin sulanut musta,TYA 892_53,"22,38133134","60,48785205",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,620,41.0,6717469.0,3246393.0,30,Beads,Savihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,"Pyöreä. Ei ole likainen lasimassahelmi vaan savea? Onko nro :92, jolla pitäisi olla savihelmi mutta joka puuttuu laatikosta?",TYA 620_41,"22,38133134","60,48785205",Clay bead,Clay bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,32.0,6717469.0,3246393.0,30,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,"Sulanut sininen, kiinni spiraalia.",TYA 613_32,"22,38133134","60,48785205",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,606,19.0,6717469.0,3246393.0,30,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,True,9.0,7.0,,,,,Sininen kaksoishelmi,TYA 606_19,"22,38133134","60,48785205",Glass bead,Glass bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,597,6.0,6717469.0,3246393.0,30,Beads,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,True,10.0,,,,,,Sulanut ja tyypillisen huonokuntoinen punainen lasimassahelmi.,TYA 597_6,"22,38133134","60,48785205",Glass bead,Glass bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,621,140.0,6717469.0,3246393.0,30,Beads,Savihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,Rengasmainen,TYA 621_140,"22,38133134","60,48785205",Clay bead,Clay bead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,597,93.0,6717469.0,3246393.0,30,Beads,Kivihelmi,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,1.0,True,11.0,9.0,,,,,"Pyöreä, mutta monisärmäinen. Palanut.",TYA 597_93,"22,38133134","60,48785205",Stone bead,Carnelian bead,Karneolihelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,985.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,"Kuten :694, ei kuvattu erikseen.",TYA 613_985,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,958.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,"Kuten :694, ei kuvattu erikseen.",TYA 613_958,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,957.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,"Kuten :694, ei kuvattu erikseen.",TYA 613_957,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IA,423010002,Lieto,Vanhalinnan Aittamäki,TYA,613,850.0,6717469.0,3246393.0,30,Beads,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,"Kuten :694, ei kuvattu erikseen.",TYA 613_850,"22,38133134","60,48785205",Bronze bead,Bronze bead (serial),Sarjahelmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
