Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Count (1-10);Count (10-100);Count (>100);Main temper (Finnish);Other tempers (Finnish);Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Cairn;Stray find;Hoard;Other context;Decoration;Wave motif;Grid motif;Cord impression;Decoration elements (Finnish);Wall thickness 1 (mm);Wall thickness 2 (mm);Rim thickness 1 (mm);Rim thickness 2 (mm);Other notes (Finnish);Crust;;Photo ID
IA;50010032;Eura;Luistari;KM;18000;1460;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;FALSE;Yksi kuoppakoristeinen;;;;;Saviastianpaloja 3 kpl, joista yksi kuoppakoristeinen reunapala.;FALSE;;KM 18000_1460
IA;50010032;Eura;Luistari;KM;18000;1472;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl, kaksi reunasta.;FALSE;;KM 18000_1472
IA;50010032;Eura;Luistari;KM;18000;1490;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl. Täytemaasta.;FALSE;;KM 18000_1490
IA;50010032;Eura;Luistari;KM;18000;1498;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastia, katkelmallinen, pyöreäpohjoinen ja voimakkaasti profiloitu, reuna hieman ulospäin kaartuva. Astian korkeus n. 72 mm, suurin läpimitta 130 ja suun läpimitta 110 mm (Kt. 19/41:4).;FALSE;;KM 18000_1498
IA;50010032;Eura;Luistari;KM;18000;1504;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Löydöt haudat täyttömaasta ja pelto-ojasta. Saviastianpaloja 5 kpl, joukossa suurehko pohjapala.;FALSE;;KM 18000_1504
IA;50010032;Eura;Luistari;KM;18000;1508;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 12 kpl, joista yksi pohjan ja laidan yhtymäkohdasta.;FALSE;;KM 18000_1508
IA;50010032;Eura;Luistari;KM;18000;1509;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Palanutta savea 2 möykkyä.;FALSE;;KM 18000_1509
IA;50010032;Eura;Luistari;KM;18000;1526;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 30 kpl, kaksi reunapalaa.;FALSE;;KM 18000_1526
IA;50010032;Eura;Luistari;KM;18000;1531;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpala, tummaa ainesta, olkokulman kohdalta.;FALSE;;KM 18000_1531
IA;50010032;Eura;Luistari;KM;18000;1534;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpala.;FALSE;;KM 18000_1534
IA;50010032;Eura;Luistari;KM;18000;1554;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpala.;FALSE;;KM 18000_1554
IA;50010032;Eura;Luistari;KM;18000;1555;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 21 kpl, paksuja.;FALSE;;KM 18000_1555
IA;50010032;Eura;Luistari;KM;18000;1560;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Vaalea saviastianpala.;FALSE;;KM 18000_1560
IA;50010032;Eura;Luistari;KM;18000;1568;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Neljä nyöriviivaa;;;;;Saviastia, pyöreäpohjainen, profiloitu, koristettu neljällä nyöriviivalla, kork. n. 100 mm, läpim. n. 180 mm, osaksi palasina. (Kt.l9/51:4).;FALSE;;KM 18000_1568
IA;50010032;Eura;Luistari;KM;18000;1576;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Kolme nyöripainannetta;;;;;Saviastia, fragmentaarinen, palasista kokoon liimattu, pyöristyväpohjainen, koristettu kolmella nyöripainanteella, kork. n 110 mm, suurin läpim. lähes 180 mm (Kt. 9:18 , hauta 23 ) .;FALSE;;KM 18000_1576
IA;50010032;Eura;Luistari;KM;18000;1583;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Löydökset pintamaasta ja ojan kohdalta. Saviastianpaloja, 9 kpl.;FALSE;;KM 18000_1583
IA;50010032;Eura;Luistari;KM;18000;1590;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 2 kpl.;FALSE;;KM 18000_1590
IA;50010032;Eura;Luistari;KM;18000;1619;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;FALSE;Olkakulman yläpuolella kolme kulmaviivaa;;;;;"Saviastia, pyöristyväpohjainen, voimakkaasti profiloitu. Olkakulma selvä ja sen yläpuolella kolme kulmaviivaa; pohjassa kuopanne. Astian korkeus on n. 90 mm, suurin läpimitta 168 mm. Se on fragmentaarinen, palasista kokoon liimattu, osa palasista on edelleen irrallaan ja melkoinen osa puuttuu kokonaan(Kt. 21:12).";FALSE;;KM 18000_1619
IA;50010032;Eura;Luistari;KM;18000;1620;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 6 kpl. Täytemaasta.;FALSE;;KM 18000_1620
IA;50010032;Eura;Luistari;KM;18000;1770;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Kolmikierteinen nuorapainanne 25-30 mm yläreunaa alempana;;;;;Saviastia, liimattu kokoon palasista, jotka löytyivät vainajan vasemman säären viereltä. Astia on tasapohjainen, miltei suorasivuinen, suuhun levenevä, koristettu kolmikierteisellä nuorapainanteella, joka on 25-30 mm yläreunaa alempana. Astian kork. n. 160 mm, suun halk. 200 mm, pohjan n. 125 mm. Aines on harmahtavan ruskeaa, sisältä tumman harmaata. (Kt. 2 6 :16).;FALSE;;KM 18000_1770
IA;50010032;Eura;Luistari;KM;18000;1771;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 2 kpl, joista toinen reunasta, löydetty puukerroksen joukosta.;FALSE;;KM 18000_1771
IA;50010032;Eura;Luistari;KM;18000;1772;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;FALSE;Yhdessä viiva- ja rengaspainanteita;;;;;Saviastianpaloja 3 kpl, harmaata, kiiltäväpintaista ainesta, yksi koristettu viiva- ja rengaspainanteilla.;FALSE;;KM 18000_1772
IA;50010032;Eura;Luistari;KM;18000;1806;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;FALSE;Viivakoristelua;;;;;Saviastianpaloja 9 kpl, yhdessä viivakoristelua.;FALSE;;KM 18000_1806
IA;50010032;Eura;Luistari;KM;18000;1863;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 3 kpl, koristamattomia.;FALSE;;KM 18000_1863
IA;50010032;Eura;Luistari;KM;18000;1866;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 4 kpl. Täytemaasta.;FALSE;;KM 18000_1866
IA;50010032;Eura;Luistari;KM;18000;1866;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 4 kpl. Täytemaasta.;FALSE;;KM 18000_1866
IA;50010032;Eura;Luistari;KM;18000;1866;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 4 kpl. Täytemaasta.;FALSE;;KM 18000_1866
IA;50010032;Eura;Luistari;KM;18000;1866;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 4 kpl. Täytemaasta.;FALSE;;KM 18000_1866
IA;50010032;Eura;Luistari;KM;18000;1885;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl, yksi reunasta. Täytemaasta.;FALSE;;KM 18000_1885
IA;50010032;Eura;Luistari;KM;18000;1885;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl, yksi reunasta. Täytemaasta.;FALSE;;KM 18000_1885
IA;50010032;Eura;Luistari;KM;18000;1885;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl, yksi reunasta. Täytemaasta.;FALSE;;KM 18000_1885
IA;50010032;Eura;Luistari;KM;18000;1885;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl, yksi reunasta. Täytemaasta.;FALSE;;KM 18000_1885
IA;50010032;Eura;Luistari;KM;18000;1885;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 5 kpl, yksi reunasta. Täytemaasta.;FALSE;;KM 18000_1885
IA;50010032;Eura;Luistari;KM;18000;1896;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;TRUE;FALSE;FALSE;Yläreunan koristeena viisi uurretta ja näiden alapuolella viidellä uurteella tehty aaltoviiva;;;;;Saviastia, aivan murusina, yläreunan koristeena viisi uurretta ja näiden alapuolella viidellä uurteella tehty aaltoviiva (Kt. 32/63:5).;FALSE;;KM 18000_1896
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1904;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja 11 kpl, 2 reunasta (Kt. 32/64:4).;FALSE;;KM 18000_1904
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1913;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristelua;;;;;Saviastianpaloja 7 kpl, 2 nyörik. (36/76:9).;FALSE;;KM 18000_1913
IA;50010032;Eura;Luistari;KM;18000;1929;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpala. Täyttömaasta.;FALSE;;KM 18000_1929
IA;50010032;Eura;Luistari;KM;18000;1934;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpala, koristeeton.;FALSE;;KM 18000_1934
IA;50010032;Eura;Luistari;KM;18000;1941;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;TRUE;FALSE;FALSE;Neljä laineviivaa;;;;;Saviastia, palasina, pyöreäpohjainen, profiloimaton, mutta reuna kääntyy hivenen ulospäin, koristeena neljä laineviivaa, kork. 80 mm, halk. 162 mm (Kt. 33/73:8).;FALSE;;KM 18000_1941
IA;50010032;Eura;Luistari;KM;18000;1952;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastia, tasapohjoinen, pyöristyväolkainen, reunasta hieman ulospäin kääntyvä, kork. 155 mm, suurin laajuus 184 mm, suun läpim. 171 mm, pohja 115 mm, koristamaton (Kt 35:9).;FALSE;;KM 18000_1952
IA;50010032;Eura;Luistari;KM;18000;1979;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;FALSE;FALSE;TRUE;Nyörikoristeltu reunapala;;;;;Saviastianpaloja, 16 kpl, joukossa nyörikoristeinen reunapala (Kt.36/76:9).;FALSE;;KM 18000_1979
IA;50010032;Eura;Luistari;KM;18000;1996;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Decorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;TRUE;TRUE;FALSE;TRUE;Kolme laineviivaa ja viisi nyöriviivaa edellisten alla;;;;;Saviastia, pyöreäpohjainen, yläreunasta vaillinainen, koristettu kolmella laineviivalla ja viidellä nyöriviivalla niiden alla , kork. 130 mm, suurin halk. 225 mm (Kt. 36/76:10) ;FALSE;;KM 18000_1996
IA;50010032;Eura;Luistari;KM;18000;2006;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 5 kpl, täytemaasta.;FALSE;;KM 18000_2006
IA;50010032;Eura;Luistari;KM;18000;2006;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 5 kpl, täytemaasta.;FALSE;;KM 18000_2006
IA;50010032;Eura;Luistari;KM;18000;2006;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 5 kpl, täytemaasta.;FALSE;;KM 18000_2006
IA;50010032;Eura;Luistari;KM;18000;2006;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 5 kpl, täytemaasta.;FALSE;;KM 18000_2006
IA;50010032;Eura;Luistari;KM;18000;2006;6787882;3238661;38;Pottery;Iron Age pottery;Pottery sherd;Undecorated;Saviastian pala;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;FALSE;FALSE;FALSE;FALSE;;;;;;Saviastianpaloja, 5 kpl, täytemaasta.;FALSE;;KM 18000_2006
